"","V1","V2","V3","V4","V5","V6"
"1",0.162541518439025,0.00683871569541539,0.332275490188058,0.255268993446394,0.669197774115763,0.552283615620782
"2",0.101388746908405,0.526659974152798,0.343636953525678,0.0452668857189928,0.327995136084132,0.896853763007866
"3",0.265726188511114,0.775423087935062,0.0804352223947709,0.342837047127417,0.77376183625451,0.0486271995679411
"4",0.399012618785352,0.617663442016443,0.78696234503521,0.40559543501608,0.896528929317621,0.0547820646417025
"5",0.149581744515032,0.136270401014987,0.0471790138898703,0.448468551975028,0.297529111544968,0.0400901675055152
"6",0.043915797670192,0.196437666025401,0.423136440295339,0.949218911016801,0.0182058477219113,0.44476605525869
"7",0.100851532980258,0.364287309263779,0.569661844436429,0.960810705620472,0.655079078859935,0.637088460408312
"8",0.068645856321066,0.595159687542197,0.859666965166366,0.356212407459849,0.699407237320402,0.812022483191608
"9",0.293726615201383,0.0203265587009289,0.56495330284237,0.29875934998472,0.925092864138866,0.282986506403943
"10",0.469218359790367,0.815200595255522,0.041651704712663,0.569745780606132,0.143672926014814,0.703372734319119
"11",0.194328128367357,0.144268708232198,0.210914680952626,0.942005530917942,0.64333669640874,0.808466258421093
"12",0.228946673562938,0.271797016178815,0.888951439451699,0.849585445414319,0.923914737828495,0.172969965615217
"13",0.240491647279713,0.68287120006259,0.375547424534114,0.825272428379203,0.654089560112609,0.504490050218992
"14",0.113024808854841,0.521876248375744,0.820486112825138,0.443005923360495,0.677861893475359,0.454353921298258
"15",0.209735466173773,0.582899510388528,0.349279224022014,0.598124836249038,0.980108178376792,0.27680643183097
"16",0.182056213501994,0.594214979863231,0.928783928370136,0.803625239671927,0.618572457081662,0.118419333291969
"17",0.313693411337304,0.10792234564845,0.835917219638128,0.404949336456997,0.948916779645119,0.18399250525661
"18",0.55383458697871,0.125619061230297,0.622284004323469,0.703990591783977,0.56558200045424,0.831999557566703
"19",0.286632726956279,0.302084226880994,0.171207034868279,0.33870040498093,0.633684898497494,0.386497402407103
"20",0.0736322103011622,0.379886427904594,0.434780800679832,0.16594656011191,0.198242549092882,0.490132789747122
"21",0.185589920209837,0.704888324743948,0.148230568467115,0.0464323891087877,0.0758601904612366,0.351169322936782
"22",0.0976729058821352,0.104727751613806,0.0329162523772172,0.986830403356823,0.470373300161971,0.737522424507524
"23",0.592126443392435,0.409182626116632,0.778805688611518,0.563915466964372,0.467604451695188,0.0739407826438654
"24",0.018827182070963,0.155761274096736,0.227840841085866,0.228709108995344,0.0114360689823753,0.150700249718048
"25",0.0610341603758862,0.607119457413296,0.0872848347733568,0.731319818152447,0.182181564964925,0.37111353269403
"26",0.071289948051257,0.755179785499536,0.13509857109142,0.191373183071054,0.0642410988463656,0.203390229910694
"27",0.36621453937225,0.0288325019098631,0.916471632369864,0.500441453041767,0.677343648264104,0.100851524734433
"28",0.0461242299854598,0.266854318315895,0.898606114046363,0.696527877200777,0.638864543241179,0.86450694349996
"29",0.23487075181021,0.353271917527093,0.922124526662215,0.638031303825612,0.601585334713076,0.897494671175857
"30",0.046764841034172,0.348551856860936,0.654303764372396,0.712746915104803,0.716829525173711,0.81318825211002
"31",0.159832637044636,0.201534928938826,0.709819162203978,0.581181204301974,0.671892903291837,0.279350588863533
"32",0.246128562782455,0.492092359369489,0.6055533728818,0.673326520991035,0.738320349269616,0.413455282089882
"33",0.127690303084485,0.75135487194033,0.989248091531172,0.871199632493408,0.598373095708042,0.784864069608044
"34",0.0443597103101007,0.940998360205423,0.074236089467301,0.0651833991126254,0.149302695764989,0.617593767624241
"35",0.0388398863519736,0.0212841775575391,0.159698316777288,0.759925466684267,0.0826765968327834,0.563454934556929
"36",0.114767743222791,0.845008842603502,0.49339783330085,0.878268926324882,0.648869718072686,0.658935065945886
"37",0.438669642626418,0.446384316704744,0.569921120090187,0.415148323924894,0.279306547158803,0.241866178131163
"38",0.0844998089091801,0.671465850845955,0.135749382506891,0.131766993835376,0.010752692985051,0.395612526347004
"39",0.0150441731580506,0.507183613903802,0.677436708350235,0.133522874870759,0.557939800106636,0.218491352974757
"40",0.0672451106809998,0.108815534056522,0.0148556168086315,0.456486790994394,0.04322840014723,0.708181356732542
