"","V1","V2","V3","V4","V5","V6"
"1",0.0249426364898682,0.0699489116668701,0.146603107452393,0.225374460220337,0.648429870605469,1.02520132064819
"2",0.024277925491333,0.0253438949584961,0.176194667816162,0.384727716445923,0.80543065071106,0.885690689086914
"3",0.0424070358276367,0.0421664714813232,0.167793273925781,0.497192621231079,0.514720916748047,1.10282111167908
"4",0.0618441104888916,0.0478606224060059,0.125796318054199,0.409813642501831,0.888843059539795,1.13586401939392
"5",0.0335452556610107,0.0427846908569336,0.180354595184326,0.235994100570679,0.907781839370728,1.16198563575745
"6",0.0255022048950195,0.0956192016601562,0.134557008743286,0.333353757858276,0.559661149978638,1.25143647193909
"7",0.0392172336578369,0.0553104877471924,0.167390108108521,0.453357458114624,0.762243986129761,1.11048436164856
"8",0.0244970321655273,0.0210301876068115,0.140670299530029,0.320910692214966,0.726282835006714,0.945091724395752
"9",0.0522160530090332,0.0335869789123535,0.180426359176636,0.499763488769531,0.606501579284668,1.18256664276123
"10",0.057837963104248,0.0882174968719482,0.216872453689575,0.398087024688721,0.694962978363037,1.3639829158783
"11",0.0759682655334473,0.0392539501190186,0.183972358703613,0.397445201873779,0.733840703964233,0.999855279922485
"12",0.0261356830596924,0.0521664619445801,0.0825393199920654,0.403083562850952,0.799313545227051,0.997257471084595
"13",0.0310380458831787,0.0471494197845459,0.150466680526733,0.207973003387451,0.679033994674683,1.2313826084137
"14",0.0332765579223633,0.0226633548736572,0.0871658325195312,0.33669638633728,0.671984434127808,1.1974503993988
"15",0.0277235507965088,0.0777702331542969,0.127004861831665,0.379236698150635,0.661248922348022,1.05701494216919
"16",0.0525627136230469,0.0390191078186035,0.228630304336548,0.431848049163818,0.688079357147217,1.06865119934082
"17",0.0196106433868408,0.0799124240875244,0.113469123840332,0.409873485565186,0.690257787704468,0.90187668800354
"18",0.0658981800079346,0.0855033397674561,0.0856480598449707,0.439793825149536,0.878309965133667,1.16224670410156
"19",0.0671398639678955,0.0640318393707275,0.0757186412811279,0.410561084747314,0.533458232879639,1.02958607673645
"20",0.0549674034118652,0.0213122367858887,0.0770728588104248,0.359834432601929,0.66846752166748,0.931325912475586
